sentiment,review_body,product_category
1,"Been searching for a denim ""trucker"" jacket since last fall and was happy to see that retailer had this in stock  purchased it online without thinking twice. typically  due to my small upper frame  i'm 5'4  130lbs  34 a for referance  i'm between a size small and an xs. bought both and opted for the size small when it arrived.   i love the fit  slightly cropped in the back and i also like how it""s lined inside. great quality and perfect for fall!",Jackets
1,Ordered this in my typical size  xs  and it fits perfectly. the weather hasn?t cooled off enough for me to wear it on a daily basis  but after just trying it on i can say that it fits really nice. the sleeves are a knit material which make them very forgiving and the jacket easy to wear. plus  there is enough room for me to wear a tee-shirt or thin blouse underneath. ordered the slate color and it is a very beautiful neutral  brown that should go with almost anything.,Jackets
1,Perfect for summer nights. makes any outfit that much special!,Jackets
1,I love this piece !   i purchased it on sale months ago and when  i wear it i just love it!!  it looks great with every outfit the neutral colors perfect it's very light very hip looking one of my very favorite pieces of clothing  i'm very petite and i believe only the small was available but fits fine  would love more of these genuine leather pieces at purchasable prices   thx retailer!,Jackets
1,This jacket is pretty cute in person. it is a nice thick gauzy material. the black is more like a dark washed gray color. while i do like the jacket  i feel like it is cut a little wide... maybe i should have ordered a size down. i usually wear a combination of 6s and 8s and am usually between a small and medium. i ordered this in a medium  but there was quite a bit of extra fabric at the sides and in the shoulder area. i'm returning the jacket for now  but might reorder in a small another time.,Jackets
-1,I was extremely excited to receive these pants  given the two positive reviews. i'm a petite woman and have trouble finding jeans with the right proportions. i sized down from my normal size (27 to a 26) and was swimming in these pants. i would have had to go down three sizes to make these work. i'm not sure if i received a defective pair or what  but be cautious ordering these pants.,Jeans
-1,"Woah  these jeans looked ridiculous on me. i felt as though it was 1987 and i was raiding my mom's closet. the combination of the light wash  the crop leg and high waist with the odd stitching around the midsection make this a no. it really accentuates any pouch you may have. i was looking for a high waisted denim but these are very unflattering. i am 5'3"" / 140 curvy. no  no  no!",Jeans
-1,Perhaps i should have gotten two sizes smaller  but the knees on these were baggie by lunch.  they are very soft and comfortable  but i wouldn't buy them again.,Jeans
-1,The design of these ankles pants is very cool and the rise is perfect. however  the fabric  despite 2% spandex  has absolutely no give from the knee down. the extensive stitching probably contributes to the lack of stretch. while i was able to pull them on (size 27 for 110 lb/5.4')  i could not bend my legs at the knee comfortably. with longer wear  i think they would cut off the circulation.  please post if these stretch for you enough with wear and become softer.,Jeans
-1,Ag jeans have been a main stay for me. they are the most comfortable and best looking jeans on my body. however this pair was too tight and shorter then i liked. the fabric and color is beautiful. i wear the same size for ag no matter the design. but this one ran too small. i have to return it. i will try the next size up if they still have them.,Jeans
-1,I generally don't spend this much on jeans but wanted a nice black pair so rolled the dice during the sale. who can wear these? i'm an average size 12 and struggled to get these size 32s over my hips  buttoned and zipped. i looked like a stuffed black sausage. best for thin frames and even then  size up.,Jeans
-1,I bought these a great alternative to black jeans but they are headed back.  the texture is nice but let's call them what they are- thin  leggings.  not worth the price in my opinion.  honestly  i can't seem to find a pair of pilcros that i like so i'd spent the extra money on a better pair of black jeans.,Jeans
-1,"I ordered these along with the regular ag stevie jeans and there is a definite difference in fabiric and cut. i liked the darker fabric but it was thinner and stretchier that the more ""denim"" version. the cut was also looser in the thigh and seat area which made for a looser  less flattering fit. returned it and kept the regular ag stevie.",Jeans
-1,"So these look so good online - i love flare and the button detail. however  on me  they were very long (which i knew) but too thigh-hugging for my taste  and the buttons looked cheap (i ordered the tan color). thus  back they went. for reference  i am 5'5"" and 125# and ordered the 6.",Jeans
0,They are beautiful in person  until you put the on. the fit was a bit weird; tighter in the waist  roomy in the crotch. the fabrics work 100% against one another. the vegan leather  especially the detail pieces at the outer side seams  is too stiff. the back is thin and has far too much elasticity. at $150 i passed. these will only enter my closet on sale.,Jeans
0,The item i received was not distressed. i bought one size larger thinking they'd be super slouchy  but they just looked sloppy. also  the hips puffed out in a very strange way. i wanted to love since they are so cute and soft  but i look like a man with hips in these jeans. returning this weekend.,Jeans
0,I just received these jeans and the fit it good. but they smell like moth balls and i have washed them twice already. i hope it will go away  otherwise i wasted $100.,Jeans
0,I have a love/hate relationship with these jeans. when i first put them on  i felt like i had finally found my favorite pair of jeans. everything about how they fit and looked was just perfect - and they were offered in a petite size! but then two hours later they were sagging. the fabric is so cozy  but it just stretches too much  too fast. i am not willing to give up yet  so i ordered another pair in a smaller size. i'm less than thrilled about having to shell out the $$ for two pairs  but i r,Jeans
0,"The fabric is absolutely lovely on these  but very thin. the top part was tighter than usual (and i sized up from my regular pilcro jean size) and they flare a lot. so the thin  tight top was not a flattering look. the rise also felt short.     i'm 5' 4"" with a 30"" inseam and the regular length just hovered above my ankles. my husband burst out laughing when i tried them on  which is never a good reaction!  even if i hemmed them  i think these are a miss for me. will be returning.    better for",Jeans
0,"I have purchased many different styles of pilcro jeans  and have loved them all!!! these  unfortunately i do not like. i think they run large and the fit  just blah. the waist gapped and kinda had a ""mom jean"" look. i felt the quality was also not up to standard for this brand.",Jeans
0,"The fit is definitely more ""straight-leg "" and not skinny  as the photos seem to imply. at 4'11"" and 95 lbs  the size 25 fit my waist and butt wonderfully  and the length was great  but the jean lost shape at the knee. i would recommend these jeans if you are not seeking a skinny fit!",Jeans
0,I went on a wild goose chase for these jeans  as they were sold out all around the country. i finally got the last pair from some store in the midwest! they are my favorite pair of jeans  they fit very well. however  for the price  they should not get loose and baggy after 1-2 wears. i hate that they need to be washed and dried so often so that they will fit properly. expensive jeans should not sag. i have abercrombie jeggings for a fraction of the price that never get loose  even after 20 wears,Jeans
0,The design of these is adorable with the lace up ties however they are a dingy looking off white color. they are also pretty see through. returned.,Jeans
1,Ag jeans have become my favorite and these didn't disappoint. ridiculously comfortable! i think they run a tad big  but maybe not enough to size down. just enough to where i'll need to wash them more often  maybe.,Jeans
1,"I love the serif jeans and these stet mid-rise jeans fit perfectly  too! true to size and i really like the wash. i am 5'4"" and a size 2  and the 26 fits just right. because of my height they come closer to the ankle on me than what you see on the model. i have more of an athletic build  rather than curvy.",Jeans
1,I am 5'9 and i wear my usual 27 like i always do in pilcro. i am so sad that they are too short. they are 32.5 inches long and it's just too short for my legs even with flats. the fit is great and they run true to size but they are too short for tall girls. i usually buy the wide leg linen pants and those are long enough. these needed to be about an inch longer. i do recommend them if you're a bit shorter :),Jeans
1,These jeans are very comfortable. i really like the high waist. just what i was looking for!,Jeans
1,I bought these cords in another color last year and they are my favorite pants. they are so comfy and keep their shape very well. when i saw they were back i had to buy another pair. i purchased navy and the color is beautiful.,Jeans
1,These jeans were a pleasant surprise. they are comfy  stretchy and fit right at the ankle. i have skinny legs and i love that these are a slim fit .i am normally a 27 waist but the 26 had a better fit. the dark demin and the gold buttons give it a dressy look. they also give my derriere a nice shape. i am 5?2?  116 lbs and i have slim hips. to top it off  the jeans were an additonal 30% off the sale price!,Jeans
1,Those are very cute and lavender color is very beautiful in person  however i do not like the cut. waist goes about inch higher than usual pilcro  which for summer heat is something i do not find neither practical nor pretty and unfortunately i have to send them back : (. also  this year pilcro runs little bit tighter in waist than usual  so you might consider ordering one size up if you are between sizes.,Jeans
1,Love this fun print. one of the most complimented items in my closet! i ordered petite after trying on the regular - regular was a bit too long for the look in the models photo. i am 5'5  size 0/2 usually. the blue has faded a little bit the pants have maintained their fun and funky vibe.,Jeans
1,"I got these in gray. like other reviewers mentioned  the waist is a little higher (not 70s though) but the jean had great control so it ""holds"" everything in instead of creating a muffin top which many shorter waisted jeans do. contours to the leg. love it!",Jeans
-1,The turqoise color is pretty  however  it did smell bad out of the package. i wore it once and it transferred the dye to my skin and white pants  bra and cami! hope it all comes out in the wash. i tried to hand wash the shirt and now have blue hands and a blue tub.,Knits
-1,I ordered the black and white pattern  which was ok. i got a small  but the shirt was very square - with a short and wide fit! i doubt an xs would have helped with such a boxy shirt. sent this one back.,Knits
-1,Great color  soft fabric  but waaaaay too long. more like a night shirt than a t-shirt.,Knits
-1,This is an adorable basic & i should have been wearing it once a week this summer  but instead the fabric developed noticeable holes after the very first wear. this brand makes some of the softest  cutest tees  but unfortunately more often than not are unwearable after the first or second wash. i wash on gentle & hang dry. not worth the cost.,Knits
-1,First  it's huge. i'm not big busted but it's so roomy that i looked like i was pregnant. not exactly what i was going for. nice color and soft fabric but would only work if you plan to tuck it in--and i'm short waisted so no tucking for me. back it went.,Knits
-1,When the top arrived and i tried it on; it was great. the length was perfect even though i am curvy. after one wash (done according to the directions)  the top shrank in length considerably. i do not mind paying a higher price for something unique and something of quality.....i do have a problem with something that does not hold up to basic use. i will be returning this item.,Knits
-1,I bought this shirt in a l  since i didn't want it to be too fitted and was concerned a m would be. it is so boxy! it's like a completely different shirt. i have no idea how it looks good on anyone  unless it is simply widened the larger the size. maybe a m wouldn't be as wide and therefore as boxy  but this shirt is just a bad mess. returning.,Knits
-1,I just received my back-ordered wildberry top in blue. it's not blue but instead a dull  mottled purplish hue. it looks like a well-worn  stretched out tee shirt with a tired ruffle along the bottom. so disappointing. it's going back for sure.,Knits
-1,I love baseball tees and this looked like a more refined version  but it was huge and shapeless.  nice material and fabric but this one is going back.,Knits
0,Gorgeous color! salmon not pink though! lovely soft drape fabric but the itty bity thread and hook in the center is awful! i am a size 2/4 d cup and ordered a small and the closure is not adequate at all! it looks terrible closed and is too revealing without a cami underneath. does not fit like the model!,Knits
0,I was excited to receive this top because i love the design  but was very disappointed when it arrived. i thought the embroidery would be striking but it's not. the material is a t-shirt knit which also added to the disappointment. it was not flattering at all.,Knits
0,"Thought this would be my goto fall ""dressy sweathsirt."" it ran smaller than expected and it just didn't have the drapey sweatshirt shape that i prefer. the detailing on the arms and waistband is to die for though.....",Knits
0,"I'm tall (5'11"" and busty) and found this top to run on the short side. as others have said  the material is soft and stretchy  but the rouching created a bit of a bulky look. i returned it.",Knits
0,"I likded this but tried it in two sizes and it was still too big in the armpit. my bra showed. i am about a d cup  smallish in other proportions (125  5'6"") and no bra worked with this so that i wouldn't have to worry about my bra showing. nice fabric and drape. maybe good for someone who doesn't need a bra?",Knits
0,I ordered the green and lilac. the pink color was not offered when i placed my order so that was not an option. i found that it ran true to size  but was a loose fit. the lilac color had white streaks from the the-dyed effect  but it looked like someone had spilled paint on the front in one area so i did not even try that one on. for now  i am keeping the green one  but it is a deeper green than pictured and also a looser fit than on the model. i do like that it is 100 percent cotton and very so,Knits
0,Beautiful top but it didn't fit. i am small chested with wide shoulders  normally wear a xs or s - ordered the xs and it swallowed me.,Knits
0,I was not a fan. cute design but the sweater was not soft it felt thick like a weird blanket. the arms were small and the body was big... odd combo. the material didn't make me want to put it on. it went back.,Knits
0,Looks nice and i did like the button detail on the collar. colors are nove and the feel is soft. i would probably have to get a petite smaller size.,Knits
1,This top makes me feel like the artist i am. it's so beautifully embroidered and detailed! i wear it with cords or jeans and it never gets boring. it was worth every penny!,Knits
1,"I just received this top - it is stunningly beautiful  however  i will be returning it as it is very large. i am tall at 5'8"" and typically wear a size 4. i purchased this in the size s but it was very large. i should have read the reviews about sizing before ordering  although i think both the xxs and xs were already sold out.",Knits
1,This top has the thickness and comfort of a sweatshirt  with artistic flair and a figure flattering  unique cut. it works very well on me as i'm a petite large. i only wish it was a little roomier  or that i was 10 lbs lighter  but it's stretchy and i really love wearing it. the color is a rich indigo with a slightly worn look which adds texture and dimension.,Knits
1,"I own quite a few deletta tops  and this one nails it. a great staple in a pretty color (i purchased the green). peplum tops can be hit or miss for me and often come up short or balloon out too much. this one is so flattering. i initially ordered a medium (5'8""  145) but exchanged for a small when i found the medium to be a little roomy on me. the small is perfect. the top is made of a medium weight material and is slightly fitted  nipping in at the waist. the ""skirt"" piece falls nicely and is l",Knits
1,Super cute poncho to add to my wardrobe.  love the grey color and the material is super soft.  glad i snagged this up for less than $30!,Knits
1,I bought this top in all four colors. soft material  elegant design  relaxed fit- a true staple for every closet!,Knits
1,This blouse is adorable! very flattering wrap design  especially on my small chested body. also  the black and white is very appealing. can't wait for warmer weather so i can wear it!,Knits
1,I got the moss color in this cardigan. i'm not sure why these aren't sold out because it is pretty amazing! it is super soft and is a cute addition to a casual outfit. i would say that for this price it's definitely worth the buy!,Knits
1,Unlike other reviews  i did not have a problem with the seam. this is a cute shirt that can be dressed up or down.,Knits
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
1,I bought the black one on an extra 40% off sale and i just love it! not thrilled about the other colors  but i might order another one just because i like it so much. super soft and comfy. i had to order a size up since the mediums were all sold out  but i like the way it fits. not too big at all.,Layering
1,I ordered this a little big because the smallest size that they had was a medium. i probably could have gone with a small  but given that i am a 34d on top (and @ a size 2 on the bottom & @ 120lbs)  the medium fits me just fine. it is super soft  and you can wear it with just about anything. keep in mind that your midriff may show a bit depending on how high your bottoms are. however  i paired it with a white pair of skinny jeans with a cute belt (so a teeny bit of my midriff was showing at time,Layering
1,Very nice long-sleeved shirt. the fabric is soft and warm. you can wear it on its own or easily compliment with a jacket.,Layering
1,I purchased the turquoise in a petite- xs. normally items at retailer run on the larger side and this shirt fit just right (i am 4ft 11inches and 100lbs). the material was a little on the lite side which makes a great summer fit  but it is a bit weak (so it can tear easily). it looks great with all types of skirts and jeans. i just wish retailer would sell more of the petite sizes. i went back in to buy more in other colors and they are sold out already!,Layering
1,"This top is beautiful! it drapes just like the picture with gorgeous details in the back. this is what i expect from retailer! i am 5'4""  120# and 34b and took my size small so i would say tts. i tried it on with a strapless nude colored bra and it was not visible. give it a try you won't regret it!",Layering
1,As in most ribbed camis  this stretches out - so size down. it is very pretty/delicate (e.g. fabric is thin) and the silver/grey color has metalic thread running through. plan to pair it with an retailer grey bolero sweater for the holidays.,Layering
1,Love this tank! prettier shade of yellow in person. love the strap width and length. wish they'd bring back more in lots of colors. i sized up one from my usual size and will have to shorten the length of the strap myself  but it's an easy alteration and is totally worth it! especially good at sale price. i really hope they make more in the style in lots of colors. great find!,Layering
1,I have bought 4 of these  but after 1st wash on 2 of them and they were in a lingere bag  there are little holes on the front of each  now they are bum around shirts. if they go on sale i will purchase  but the material needs to be better.,Layering
1,"This top is a great  versatile long sleeved shirt. i'm 5'10"" and the sleeves were long for me  so i don't know why it's listed as 3/4 length. i could see where sleeve length would be a problem for more petite ladies. the wine color is beautiful. it is slightly more fitted than the picture  i was afraid it might be semi-sheer  but its totally fine. i wish it was a bit longer in the torso  but it's not short like some sweaters this season. i do tend to have a shorter torso  so a tall lady with a l",Layering
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,Super itchy! had to return.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
1,Love the leggings. very soft and comfortable. i ordered two pair -one s/m and one m/l. the s/m fit better on me but both will work.,Legwear
1,The raspberry color is really stunning! i have been looking for colored tights for a while and had difficulty finding really rich colors. i was thrilled when i saw these! i've worn them once so far. very comfortable and seem like they will last.,Legwear
1,These are truly slouchy leggings. i am short (5'3) so they do bunch quite a bit for me but when paired with a long chunky sweater they are perfect! unlike the other review  i felt that they ran a little on the larger side. i am typically an 8/10 and ordered the m/l. they sit nicely on my lower waist and do not sag but the length is long long long. i recommend these for wearing out or around the house.,Legwear
1,"I really love these leggings. the different textures that all the colors have make them interesting. quality is great. i am 5 1"" and 125lbs. the s/m fit pretty well but i wish there was a xs option. but still would not hesitate to buy again!! i actually went to retailer tonight to purchase all the other colors ...that's how happy i am with this purchase!",Legwear
1,I love these tights!! they're thick and durable and the pattern is super cute.,Legwear
1,They're great. i saw them featured in one of the marketing emails. they looked comfortable and cute  different with the leg warmer type bottom. i went to the retailer near me  but they didn't have them in store. this was a slight disappointment because i wanted to try them on for sizing purposes. but  i ordered them because they were affordable  in the $30 range  cute  comfortable  and stylish. they also ended up fitting perfectly as well. nice job!,Legwear
1,Love the fit and feel of these. and super stylish too. i want in more colors if i can get it.,Legwear
1,I love these tights! i stock up every year. they are a great quality  not too thick to be hot  but not too thin that they are sheer when you put them on. they also don't squeeze you at the waistline. favorite tights.,Legwear
1,I needed a legging to wear with boots. makes sense that if it is cold enough to wear boots in socal then it is too cold to wear thin leggings. try to find warm leggings....almost impossible until retailer put fleece lined leggings in their catalogue! the leggings have a vertical knitted stripe which elongates the leg and they are warm! perfection in garments is very rare but these leggings are hot.,Legwear
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes  it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.,Lounge
-1,I am petite and ordered size small  and it came looking like gym sweat pants. the material was very nice  but in terms of the waist and length size  both run incredibly large. the cuff of the joggers are also not elastic at all  and hangs loose widely. will have to return this item  unfortunately.,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,Totally see through.,Lounge
-1,I love the look of this dress but it runs very large. i am 5'2 110lbs. i ordered the extra small on sale & got a killer deal on it. i intended to use it as a beach cover up since it's sheer  but when i tried it on i felt like i was wearing a mumu. even for the price & for the beach i am going to return it. i'm sad because it is a beautiful cover-up and for what it is i think the quality is good.,Lounge
-1,"My 3 daughters and i all wear a size small and are heights range between 5'2 and 5'10 . this dress was sloppy on every one of us. i don't think a size x small would have made a difference. the length is all over the place .i""m not sure how or where you would fit a bra into the picture. on the positive side was very soft. it may work as a beach cover -up.",Lounge
-1,"I was so disappointed with the quality of this dress  especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash  it's already developing a tiny hole and pilling. also  it is definitely not a ""day dress""--i wore it as a swim coverup  but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and  for lack of a better way to describe it  cheap looking. the white banding around the t",Lounge
0,I wish i could wax poetic about this gorgeous cardigan. i would have happily bought it in both colors except for the deal-breaking design flaw - the extremely tight sleeves. even if you have stick-thin arms  i don't know how you would ever be able to wear anything other than a tank top under it. sadly for me  this was a no go :(,Lounge
0,I wanted to love this dress--a throw-on-and-go outfit that was casual enough with sneakers for errands but stylish enough with dressy sandals for a brunch date--but didn't for a couple of reasons.    first  it is way too short for me  especially on the sides because of the war the ruffled bottom lay  to wear as a dress. it was more tunic length- but i wouldn't want to wear pants underneath because it would take away from the overall aesthetic. also  the ruffled sleeves give me unwanted volume th,Lounge
0,"First one i received was ripping apart already in the sleeve opening at wrist (warning: very tight sleeves!)  plus 2"" of the green shiny band detail was missed altogether by whomever sewed this particular one- just left unstitched. and long threads were hanging in several places. this is by no means a quality piece and is severely overpriced. on the positive side  it is very cute and i'm keeping the replacement one  but know that it is also delicate. after one use  there is a snag on the inside",Lounge
0,I am undecided if i will keep this dress or not. i am 5/4  155 lbs and ordered both the small and medium. the medium was comically large on me  with broad shoulders and a sack-like appearance. but the small fit very well and felt very french girl chic. the brownish-greenish color is really stunning in person  like a greenish copper. and the gathered sleeves elevate this into a dressier look. but the material is sheer  so you would need to wear a slip  and the elastic waist still has somewhat of,Lounge
0,Like the other reviewers i was disappointed to receive the gray dotted sweatshirt with a zipper down the center when it was not in the model picture. looks like this item has since been removed from this listing...would have been nice to have the correct item pictured in the first place.,Lounge
0,This hoodie is beautiful  soft and flattering. but the soft fabric pilled badly after one wearing and it's probably going to look ratty after a few washings. i might accept pilling in a $30 sweatshirt but not at this price. i don't really want to take it back but i will. (i've complained to retailer employees in the past about other clothes pilling and poor quality  and they've always said i could bring it back),Lounge
0,"Nice weight and loved the design  but the inside was what i loved the most. it doesn't show in the photos  but the zipper is a light blue and the fabric is double-sided  so the inside is lined with light blue flowers on a darker blue background. cute detail! the only drawback was the length of the sleeves. they were about 2"" too long...and i have long arms! there wasn't enough stretch in band of the sleeve to keep them up once you pushed them up. the only other option i came up with was to fold",Lounge
0,Very orange. the slits in the back are larger than pictured and not at the cutest part of anyone's anatomy... shorter in front and i have a short torso. the fabric is nice and lightweight.,Lounge
0,This top looks real cute on the model! wish it looked like that on me! way too big  so not flattering on my petite frame. sadly going back!,Lounge
1,Great dress  true to size....wore it to dinner one night while in a beach vacation friends  got tons of compliments! you have to be careful when putting it on  as it may snag! otherwise  highly recommended!!,Lounge
1,"These are very cool leggings. the cut out design really puts them several classes above a simple black legging. they can be worn with dressier tops and could be a sophisticated looking outfit. i wore them for the first time today and really loved them. i didn't feel like i was out in ""leggings"" but more like i was wearing a nice pair of pants. the fabric is soft and the cut is very flattering all over - including the rear. they are definitely sculpting and firming. they fit the same size-wise as",Lounge
1,Got this in gray  pretty good quality  all around good basic.,Lounge
1,I felt inspired to write a review as soon as i put this on. the vest fits so well  and the thick fabric feels amazing. love the pockets! like the previous reviewer  i feel like i'll be able to wear this with workout clothes or with a dressier outfit. it has an ever so slight racer back  so probably would look weird with sleeveless tops that come all the way to your shoulders  but i can already think about so many ways i want to wear it. the draping in the front also falls really nicely. great bu,Lounge
1,This is a great casual shirt that works great for a day at the beach and is also comfortable enough to wear to sleep. wore this shirt to school one day with an undershirt underneath and wore it again hiking several days later with just a sports bra underneath.,Lounge
1,My husband bought me these joggers for a retreat i went on. they are so comfortable and really cute. i am usually a size 4 and the size small fit great with some room.,Lounge
